product_name,current_price,price,percent_discount,rating,series,link,genre_name,brand_name
Cặp loa Klipsch RP-5000F II Walnut,17920000,22400000,20,0,,https://www.thegioididong.com/loa-laptop/bo-loa-klipsch-rp-5000f-ii-walnut,Laptop Speaker,Klipsch
Cặp loa Klipsch RP-8000F II Walnut,32000000,40000000,20,0,,https://www.thegioididong.com/loa-laptop/bo-loa-kkipsch-rp-8000f-ii-walnut-600w,Laptop Speaker,Klipsch
Bộ loa thanh Klipsch Cinema 1200,33600000,42000000,20,0,,https://www.thegioididong.com/loa-laptop/bo-loa-klipsch-cinema-1200w,Laptop Speaker,Klipsch
Bộ loa thanh Klipsch Cinema 800,15600000,19500000,20,0,,https://www.thegioididong.com/loa-laptop/bo-loa-klipsch-cinema-800-800w,Laptop Speaker,Klipsch
Bộ loa thanh Klipsch Cinema 600,10880000,13600000,20,0,,https://www.thegioididong.com/loa-laptop/bo-loa-thanh-klipsch-cinema-600-600w,Laptop Speaker,Klipsch
Bộ loa thanh Klipsch Cinema 400,8320000,10400000,20,0,,https://www.thegioididong.com/loa-laptop/bo-loa-thanh-klipsch-cinema-400-400w,Laptop Speaker,Klipsch
Loa siêu trầm Klipsch SUB100-BK,9100000,10500000,13,0,,https://www.thegioididong.com/loa-laptop/loa-sieu-tram-klipsch-sub100-bk,Laptop Speaker,Klipsch
Loa vi tính Microlab B26,285000,300000,5,72,,https://www.thegioididong.com/loa-laptop/vi-tinh-microlab-b26-den,Laptop Speaker,Microlab
Loa vi tính Microlab M108,620000,730000,15,52,,https://www.thegioididong.com/loa-laptop/vi-tinh-microlab-m108,Laptop Speaker,Microlab
Loa vi tính Bluetooth Microlab M318BT,1180000,1480000,20,32,,https://www.thegioididong.com/loa-laptop/microlab-m318bt-den,Laptop Speaker,Microlab
Loa Bluetooth Fenda W5 Plus,235000,450000,47,94,,https://www.thegioididong.com/loa-laptop/loa-bluetooth-fenda-w5-plus,Laptop Speaker,Fenda
Loa vi tính Bluetooth Fenda A140X,745000,1150000,35,118,,https://www.thegioididong.com/loa-laptop/loa-vi-tinh-fenda-a140x-den,Laptop Speaker,Fenda
Loa Bluetooth Fenda W8,250000,500000,50,81,,https://www.thegioididong.com/loa-laptop/loa-bluetooth-fenda-w8,Laptop Speaker,Fenda
Loa Bluetooth Fenda W7,250000,500000,50,56,,https://www.thegioididong.com/loa-laptop/loa-bluetooth-fenda-w7,Laptop Speaker,Fenda
Loa vi tính Fenda F203G,600000,600000,0,65,,https://www.thegioididong.com/loa-laptop/loa-vi-tinh-fenda-f203g,Laptop Speaker,Fenda
Loa Bluetooth Mozard E7 Đỏ,525000,700000,25,61,,https://www.thegioididong.com/loa-laptop/loa-bluetooth-mozard-e7-do,Laptop Speaker,Mozard
Loa Bluetooth Mozard E7,560000,700000,20,156,,https://www.thegioididong.com/loa-laptop/loa-bluetooth-mozard-e7,Laptop Speaker,Mozard
Loa Bluetooth Mozard Y550 Plus,275000,550000,50,162,,https://www.thegioididong.com/loa-laptop/loa-bluetooth-mozard-y550-plus,Laptop Speaker,Mozard
Loa Bluetooth Mozard E8 Xanh Navy,845000,950000,11,115,,https://www.thegioididong.com/loa-laptop/loa-bluetooth-mozard-e8-xanh-navy,Laptop Speaker,Mozard
Loa Bluetooth Mozard X21,275000,550000,50,156,,https://www.thegioididong.com/loa-laptop/bluetooth-mozard-x21,Laptop Speaker,Mozard
Loa Bluetooth Mozard S21,275000,550000,50,130,,https://www.thegioididong.com/loa-laptop/bluetooth-mozard-s21,Laptop Speaker,Mozard
Loa Bluetooth Mozard E8,795000,950000,16,155,,https://www.thegioididong.com/loa-laptop/loa-bluetooth-mozard-e8,Laptop Speaker,Mozard
Loa Bluetooth Mozard H8030D,560000,850000,34,145,,https://www.thegioididong.com/loa-laptop/loa-bluetooth-mozard-h8030d-den,Laptop Speaker,Mozard
Cặp loa tháp Mozard M112,2250000,4490000,49,52,,https://www.thegioididong.com/loa-laptop/loa-tivi-bluetooth-mozard-m112-nau,Laptop Speaker,Mozard
Cặp loa tháp Mozard M103,1750000,3490000,49,21,,https://www.thegioididong.com/loa-laptop/loa-thap-bluetooth-mozard-m103-nau,Laptop Speaker,Mozard
Cặp loa tháp Mozard M101 Đen,1750000,3490000,49,29,,https://www.thegioididong.com/loa-laptop/loa-thap-bluetooth-mozard-m101-den,Laptop Speaker,Mozard
Loa kéo Mozard L1028K,2330000,3890000,40,78,,https://www.thegioididong.com/loa-laptop/loa-keo-bluetooth-mozard-l1028k-den,Laptop Speaker,Mozard
Loa Jamo Concert C9 Cen II Dark Apple,5360000,6700000,20,0,,https://www.thegioididong.com/loa-laptop/bo-loa-jamo-da-lap-vao-thung-loa-concert-c9-cen-ii-dark-apple,Laptop Speaker,Jamo
Loa siêu trầm Jamo S808 Walnut,3600000,4500000,20,0,,https://www.thegioididong.com/loa-laptop/bo-loa-jamo-da-lap-vao-thung-loa-s808-sub-walnut,Laptop Speaker,Jamo
Cặp loa Jamo C 9 Sur II Dark Apple,8800000,11000000,20,0,,https://www.thegioididong.com/loa-laptop/bo-loa-jamo-da-lap-vao-thung-loa-c-9-sur-ii-dark-apple,Laptop Speaker,Jamo
Cặp loa Jamo C 97 II Dark Apple,17920000,22400000,20,0,,https://www.thegioididong.com/loa-laptop/bo-loa-jamo-da-lap-vao-thung-loa-c-97-ii-dark-apple,Laptop Speaker,Jamo
Cặp loa Jamo C 97 II Dark Apple,14240000,17800000,20,0,,https://www.thegioididong.com/loa-laptop/bo-loa-jamo-da-lap-vao-thung-loa-c-95-ii-dark-apple,Laptop Speaker,Jamo
Cặp loa Jamo S 8 ATM Walnut,3840000,4800000,20,0,,https://www.thegioididong.com/loa-laptop/bo-loa-jamo-da-lap-vao-thung-loa-s8atm-walnut,Laptop Speaker,Jamo
Cặp loa Jamo C 93 II Dark Apple,8400000,10500000,20,0,,https://www.thegioididong.com/loa-laptop/bo-loa-jamo-da-lap-vao-thung-loa-c-93-ii-dark-apple,Laptop Speaker,Jamo
Cặp loa Jamo C 91 II Dark Apple,7120000,8900000,20,0,,https://www.thegioididong.com/loa-laptop/bo-loa-jamo-da-lap-vao-thung-loa-c-91-ii-dark-apple,Laptop Speaker,Jamo
Bộ loa Jamo S809 HCS Walnut,13600000,17000000,20,0,,https://www.thegioididong.com/loa-laptop/bo-loa-jamo-da-lap-vao-thung-loa-s809-hcs-walnut,Laptop Speaker,Jamo
Bộ loa Jamo S805 HCS Walnut,10160000,12700000,20,0,,https://www.thegioididong.com/loa-laptop/bo-loa-jamo-da-lap-vao-thung-loa-s805-hcs-walnut,Laptop Speaker,Jamo
