product_name,current_price,price,percent_discount,rating,link,brand_id,series,device
Amply Zenbos LX-6800,4.740.000₫,10.460.000₫,-54%,4,https://www.thegioididong.com/loa-laptop/amply-zenbos-lx-6800,10,,Laptop Speaker
Amply Zenbos Z-2600,3.070.000₫,7.180.000₫,-57%,7,https://www.thegioididong.com/loa-laptop/amply-karaoke-zenbos-z-2600,10,,Laptop Speaker
Cặp loa karaoke Zenbos XR-680,3.730.000₫,8.490.000₫,-56%,,https://www.thegioididong.com/loa-laptop/cap-loa-karaoke-zenbos-xr-680-400w,10,,Laptop Speaker
Loa kéo Zenbos K-200,7.990.000₫,8.990.000₫,-11%,22,https://www.thegioididong.com/loa-laptop/zenbos-k-200,10,,Laptop Speaker
Loa kéo Zenbos K-360,11.530.000₫,12.530.000₫,-7%,17,https://www.thegioididong.com/loa-laptop/zenbos-k-360,10,,Laptop Speaker
Loa kéo SuYang X-158B,10.900.000₫,13.900.000₫,-21%,3,https://www.thegioididong.com/loa-laptop/loa-karaoke-suyang-x-158b,11,,Laptop Speaker
Loa điện SuYang X-138,9.900.000₫,12.900.000₫,-23%,10,https://www.thegioididong.com/loa-laptop/loa-dien-suyang-x-138,11,,Laptop Speaker
Loa điện SuYang X-128,12.900.000₫,15.150.000₫,-14%,20,https://www.thegioididong.com/loa-laptop/loa-dien-suyang-x-128,11,,Laptop Speaker
Loa điện SuYang X-108,5.990.000₫,8.990.000₫,-33%,13,https://www.thegioididong.com/loa-laptop/loa-dien-suyang-x-108,11,,Laptop Speaker
Loa karaoke xách tay Jammy N2070K,5.490.000₫,5.990.000₫,-8%,7,https://www.thegioididong.com/loa-laptop/loa-karaoke-xach-tay-jammy-n2070k,12,,Laptop Speaker
Loa kéo Jammy S8078K,15.590.000₫,16.990.000₫,-8%,3,https://www.thegioididong.com/loa-laptop/loa-jammy-s8078k,12,,Laptop Speaker
Loa kéo Jammy AM4218,7.890.000₫,8.890.000₫,-11%,29,https://www.thegioididong.com/loa-laptop/loa-karaoke-jammy-am4218,12,,Laptop Speaker
Loa kéo Boston Acoustics PARTY BOX BA-1202PB,6.210.000₫,6.900.000₫,-10%,,https://www.thegioididong.com/loa-laptop/loa-karaoke-boston-acoustics-party-box-ba-1202pb,13,,Laptop Speaker
Loa kéo Boston Acoustics PARTY BOX BA-1002PB,4.950.000₫,5.500.000₫,-10%,,https://www.thegioididong.com/loa-laptop/loa-karaoke-boston-acoustics-party-box-ba-1002pb,13,,Laptop Speaker
